texture_class,hydrologic_soil_group,sand_pct,silt_pct,clay_pct,bulk_density_g_cm3,total_porosity,field_capacity_porosity,wilting_point_porosity,available_water_capacity,ksat_cm_day,ksat_in_hr,k_fc_cm_day,k_wp_cm_day,theta_r,vg_alpha_1cm,vg_n,k0_cm_day,mualem_L,implausible_bd
silty clay loam,D,10,56,34,0.9,0.5783591617760322,0.45961526168574074,0.19220900240990518,0.26740625927583556,138.3662421516753,2.269787436871314,0.026099281065679564,5.983673572708063e-07,0.11806726522549109,0.004320896210705562,1.4375213914661549,1.5671462819774487,0.22054993596426123,False
silty clay loam,D,10,56,34,1.0,0.5485014210732071,0.4380889184105285,0.18587347872309296,0.25221543968743554,81.97605306579048,1.3447515266697914,0.020928325713790996,4.988625265737073e-07,0.11546350883635481,0.0042646774682311974,1.436636920152387,1.2186302241193878,0.2065318906551932,False
silty clay loam,D,10,56,34,1.1,0.5197750797398534,0.41614803563341607,0.1805698395013231,0.23557819613209297,47.675147064006225,0.782072622441047,0.017261029476363158,4.73587952784295e-07,0.1136373949335786,0.004304375646971393,1.4324317710511787,1.0132376872613387,0.131728496158555,False
silty clay loam,D,10,56,34,1.2,0.4920425122502677,0.3945898428619691,0.17646446843102653,0.21812537443094254,27.43594490197737,0.45006471295894634,0.014615050512261958,4.885034856492114e-07,0.11241905711294421,0.004410841307708111,1.4243270850984033,0.8951216932923589,0.030359413957377273,False
silty clay loam,D,10,56,34,1.3,0.46514505999159267,0.3738683722415149,0.17359800579850002,0.2002703664430149,15.812259500119993,0.2593874589914697,0.012543687904919535,5.33499562792064e-07,0.11164273223645227,0.00456638504864431,1.4118346871186571,0.8247507459083332,-0.08683649950803915,False
silty clay loam,D,10,56,34,1.4,0.4389190579548988,0.35421502208926753,0.17196227461180946,0.18225274747745807,9.222268306855614,0.15128392891823514,0.010777075951295319,6.097160981464966e-07,0.1111496064489369,0.0047606532176981175,1.3944719189670391,0.7792578631149272,-0.22104000990349706,False
silty clay loam,D,10,56,34,1.5,0.41317383080066583,0.33567518204834146,0.17154771377058542,0.16412746827775604,5.4863090925306635,0.08999850873573922,0.009244748252581892,7.295045286372494e-07,0.1108214536699644,0.0049899379279589135,1.3717993026037703,0.7524880564927391,-0.3786747697801389,False
silty clay loam,D,10,56,34,1.6,0.38767468064628857,0.3181324819868142,0.1723898426369808,0.14574263934983342,3.3394524982130496,0.05478104491819307,0.007941587161424507,9.207179471623396e-07,0.11060067077316894,0.005260398447087813,1.3433485405269594,0.7484068676584532,-0.572971180481777,False
silty clay loam,D,10,56,34,1.7,0.3624207303796356,0.3012497706227949,0.17407761360903362,0.12717215701376128,2.092242483131483,0.03432156304349546,0.006915723396189726,1.2359790042530976e-06,0.11051183645658243,0.005593768946076084,1.3106934692108507,0.7787420330612059,-0.8287067757509525,True
silty clay loam,D,10,56,34,1.8,0.33795353077733387,0.28467957918629194,0.1754568528510008,0.10922272633529115,1.3774769349510978,0.022596406413239793,0.006292020483620616,1.7670854768334337e-06,0.11066715531970232,0.006025435076834313,1.2785005892713912,0.8675999332498329,-1.1669246968489602,True
silty clay loam,D,10,56,34,1.9,0.3145880660156307,0.2681778261015664,0.1756656125750894,0.09251221352647698,0.9735201455220189,0.015969818660138104,0.006174768001267388,2.71540632824272e-06,0.11127365837805347,0.006616582791400465,1.249939121513879,1.0636889562499203,-1.598842671003375,True
sandy clay,D,50,7,43,0.8,0.6163216292358151,0.40795835370778966,0.22188322788077178,0.18607512582701788,240.02615491562355,3.9374369244688903,0.008787705796980549,2.6272569559496413e-06,0.1332799409219403,0.01831114785368818,1.3019786211209534,8.436987289594736,-1.5117771078150293,False
sandy clay,D,50,7,43,0.9,0.5901103292467634,0.39840608991040705,0.2157060573274353,0.18270003258297174,166.10321942203288,2.7247903448496205,0.007531182327281815,1.9845162867761153e-06,0.12954719460807868,0.01637322602792508,1.3045369573525087,6.062031487066333,-1.3947352979714,False
sandy clay,D,50,7,43,1.0,0.5643616165138553,0.38565082953370833,0.20944771380312005,0.17620311573058828,115.16421791720073,1.8891768031036864,0.006350513178562288,1.5995383593013106e-06,0.1264625301055198,0.015500247846573785,1.3052237968311757,4.65927752138856,-1.3506686272175352,False
sandy clay,D,50,7,43,1.1,0.5389339369582147,0.37180843550609133,0.20373184905662073,0.1680765864494706,79.44417949487963,1.3032181675669232,0.0054449494932570335,1.3717233341384773e-06,0.12388739769886294,0.01510763667873379,1.303897532786644,3.8212530420813495,-1.3447690805921408,False
sandy clay,D,50,7,43,1.2,0.5136879565518744,0.3579633520868031,0.19897785144795982,0.15898550063884326,54.335486068105915,0.8913301520358582,0.004797822901129535,1.2573809832922352e-06,0.12176672217421461,0.014961636202091887,1.3000467095740742,3.312461094932957,-1.3696698642937846,False
sandy clay,D,50,7,43,1.3,0.4883406616295432,0.3446733164641794,0.19549148219081547,0.14918183427336396,36.77244270418589,0.6032224853048866,0.0043111024166773045,1.2341745544761168e-06,0.1200500620367557,0.014941767517635906,1.292913362299978,2.967606104702855,-1.433507616695044,False
sandy clay,D,50,7,43,1.4,0.4625350680246719,0.3322475987555942,0.19351388181056323,0.13873371694503095,24.360957934046382,0.3996220133537792,0.0039035956381872293,1.2873554717580819e-06,0.11870924426909825,0.014941535763150117,1.2817788214010095,2.6870953377530835,-1.543374536948504,False
sandy clay,D,50,7,43,1.5,0.43597337039340067,0.3208465863576392,0.19346073468857816,0.12738585166906102,15.598225129002135,0.25587639647313215,0.0035413639364806865,1.4397905653601992e-06,0.11775942337533965,0.014912876361884224,1.265366444958115,2.440934209497467,-1.722832793569757,True
sandy clay,D,50,7,43,1.6,0.4083071423802482,0.3104541941888657,0.1959199889426994,0.11453420524616631,9.41648516556023,0.15446990100984628,0.003240348024680408,1.7882425241658278e-06,0.11726919758740938,0.014835285944486498,1.2420324116424415,2.2475065749575056,-2.0289366337566594,True
sandy clay,D,50,7,43,1.7,0.3795667620209542,0.2999758795358766,0.20013240783412928,0.09984347170174734,5.386676204410112,0.08836411096473282,0.0031177999989793425,2.5960683174704147e-06,0.11742700804476283,0.014718451022507703,1.2136944387414532,2.1863382695956814,-2.5422145638617213,True
sandy clay,D,50,7,43,1.8,0.3504768881640114,0.28752954999012237,0.2032862758536093,0.08424327413651306,3.137659327903287,0.05147078949972583,0.0034222948514840475,4.60267664457076e-06,0.11839857761337408,0.014656478647611845,1.1864448220326664,2.423269896851949,-3.3069299690926117,True
sandy clay,D,50,7,43,1.9,0.32209787205209495,0.2723842585934899,0.20295830069503312,0.06942595789845679,2.040770758012587,0.03347721059731934,0.004454931992224736,9.71294818369282e-06,0.12014480436211829,0.014840012224609168,1.1648698480969666,3.192237051726194,-4.265962249551868,True
silty clay,D,7,47,46,0.8,0.6351579750308892,0.47338175904320634,0.22426296370259935,0.249118795340607,217.2920302384337,3.5645018083732563,0.019075336055636143,1.4129394939977024e-06,0.13673848019003718,0.0071602590979239124,1.3718688449523475,3.2448848030400104,-0.4583376776099889,False
silty clay,D,7,47,46,0.9,0.6048607364097996,0.45975913150198877,0.21864228094967864,0.24111685055231014,131.92508059036808,2.1641253377685055,0.015430648988253633,1.0048150759157646e-06,0.13287555761852307,0.006553471759616845,1.371577841438435,2.2686613111200216,-0.33430224890827437,False
silty clay,D,7,47,46,1.0,0.575257646153829,0.44298531605449887,0.21335990074497,0.22962541530952887,78.73238472537624,1.291541744182681,0.012215882355302748,7.861920810582855e-07,0.13016412331025026,0.006257565837451145,1.3691346757665728,1.6567471343440192,-0.29809838707339703,False
silty clay,D,7,47,46,1.1,0.5462622815206578,0.4246292838290495,0.20876577601587032,0.2158635078131792,45.845112365181826,0.7520523681952399,0.009941106914295785,6.952236472213235e-07,0.12834355282220453,0.0061537813267456805,1.364065795165738,1.3050778489593484,-0.3302438419023123,False
silty clay,D,7,47,46,1.2,0.5177050181352023,0.40598199549937314,0.2052248021998149,0.20075719329955824,26.159692513274614,0.42912881419413734,0.008329897961077396,6.76325644493482e-07,0.12721404242407874,0.006151958636152996,1.355813046434718,1.0925370811549862,-0.40530202595125664,False
silty clay,D,7,47,46,1.3,0.48936605844384906,0.38757872919296277,0.20282809627626713,0.18475063291669563,14.804535643955477,0.24285655583916466,0.007096097529499759,6.963706987035105e-07,0.1266014766534413,0.006206284142264268,1.3439786604179087,0.9539882725445088,-0.5027622837001073,False
silty clay,D,7,47,46,1.4,0.46111390463851476,0.36962767686624387,0.20155395707727902,0.16807371978896485,8.420716140860351,0.13813510729757794,0.006102945989565087,7.524524657970245e-07,0.1263727066904914,0.006291328348820988,1.3283032595746207,0.8579039454283578,-0.6240040864602754,False
silty clay,D,7,47,46,1.5,0.4329249406950077,0.3521012233450588,0.20128278403735136,0.1508184393077074,4.870936518504233,0.07990381427992507,0.005280213665139965,8.586853131492008e-07,0.12646953032126562,0.006400430030931229,1.3087969753688977,0.7894252861394875,-0.7856826893879082,False
silty clay,D,7,47,46,1.6,0.40475848813295107,0.33483431301541167,0.2019499590678709,0.13288435394754078,2.8873437805620474,0.04736456332942991,0.004601840957215884,1.0471975329571778e-06,0.1269140273978063,0.006548777724684423,1.285238924915321,0.7486597062429553,-1.0127668047615135,True
silty clay,D,7,47,46,1.7,0.37677247870684877,0.31751455330520106,0.20309095552445433,0.11442359778074673,1.7729044069908653,0.02908307754250107,0.004102579235008563,1.3851762699906974e-06,0.12784328326158206,0.006774838711769839,1.2587543455714347,0.7487330259083299,-1.338490091193807,True
silty clay,D,7,47,46,1.8,0.3495912808599029,0.2999777994095317,0.20366377533058136,0.09631402407895032,1.1516733187635042,0.018892278851107353,0.0038824223242133345,2.021403628360082e-06,0.12943063439780303,0.007128745063332571,1.232557644742766,0.8172681840288358,-1.790657561581344,True
silty clay,D,7,47,46,1.9,0.32367168780963845,0.28214739357061513,0.20274888878545294,0.0793985047851622,0.8184879110747333,0.013426638961199692,0.004070379125760267,3.319729387414788e-06,0.1317748909643498,0.00770685519044515,1.209275254683171,1.0163172145840709,-2.3814469600806767,True
clay,D,20,20,60,0.8,0.6466565013168841,0.4489812078576477,0.2520084783286759,0.19697272952897182,207.81785827164651,3.4090856015690045,0.00840443602136188,2.859447009115944e-06,0.1513965389088746,0.016064365840066173,1.2905602038525372,6.238633301523187,-1.5961624380886748,False
clay,D,20,20,60,0.9,0.6186810726250385,0.44247907535183456,0.24805409001175516,0.1944249853400794,130.71023482228966,2.1441967654575076,0.007417197299889043,2.215118567777071e-06,0.14680727056611592,0.013822827924246443,1.2884910852608737,4.4116246344361585,-1.453090730547399,False
clay,D,20,20,60,1.0,0.5909477276627098,0.43169136606891995,0.24369354169922577,0.18799782436969417,82.54468933900925,1.35407954952443,0.006216504159820551,1.7804676872526633e-06,0.1433570841740071,0.012625004816209534,1.285119093699185,3.2186037573843085,-1.3929162341700183,False
clay,D,20,20,60,1.1,0.5634470777881104,0.418415118796793,0.2394007760096408,0.1790143427871522,52.323405319035906,0.8583235780681743,0.005148563499844719,1.5033536562701748e-06,0.14076288492774292,0.011999703484542868,1.2801666109825027,2.4689682929074945,-1.391126975316115,False
clay,D,20,20,60,1.2,0.5361296806615097,0.4041028358889438,0.23565734846287806,0.16844548742606574,33.172520834259636,0.5441686488559652,0.004340983531618506,1.3443214572816266e-06,0.13882563649395954,0.011670911935351176,1.2732599616258529,2.010447091618989,-1.427112317499298,False
clay,D,20,20,60,1.3,0.5088291539357948,0.3895379438950348,0.2327352690708709,0.15680267482416393,20.956376657632863,0.3437725829664183,0.003750907918646901,1.2800952862101284e-06,0.13742060640315165,0.011483420731831654,1.2640939776863689,1.717016892989882,-1.501172073226961,False
clay,D,20,20,60,1.4,0.4813288093786623,0.37495209329341256,0.23074565825924293,0.14420643503416963,13.18210636088429,0.2162419022454772,0.0032896683383443854,1.2973195564587057e-06,0.1365136548166203,0.011368560831275435,1.2523741173889749,1.5074595935582562,-1.6278388067308547,True
clay,D,20,20,60,1.5,0.4533883563828441,0.36029796030891026,0.22978315648368716,0.1305148038252231,8.263982591741586,0.13556401889339872,0.002905611910450494,1.4041113293908728e-06,0.1361314735345316,0.011313390496835855,1.2375899482511998,1.3498461594299271,-1.831274193476158,True
clay,D,20,20,60,1.6,0.4247326921993184,0.34533057334950823,0.22987487023400172,0.11545570311550651,5.161619658833591,0.08467223849792636,0.0026074098293832875,1.6725838385487879e-06,0.1363848053680757,0.011340545810634343,1.219212374554174,1.2482107736161576,-2.1628486714546598,True
clay,D,20,20,60,1.7,0.3954850829208153,0.32967532449212866,0.23044458793901756,0.0992307365531111,3.2396275580262466,0.05314349668678226,0.002477064813003906,2.2969908696277094e-06,0.13757735029147103,0.011469615683307075,1.1983554880237768,1.2398210299622667,-2.681064680032364,True
clay,D,20,20,60,1.8,0.36625204349959867,0.31290438945878074,0.23022221148777672,0.08268217797100402,2.24659664930256,0.036853619575173226,0.002674231420447826,3.841079370308633e-06,0.14001988587158587,0.011778563714508044,1.1776396375467164,1.4170325079265254,-3.4304160873058565,True
clay,D,20,20,60,1.9,0.3378001987704632,0.2948632292732952,0.22800940748210552,0.0668538217911897,2.7485885011371995,0.04508839404752624,0.0034509632016014175,8.033544259154317e-06,0.1438669927582889,0.012492482686604255,1.1594986652630002,1.973292212149156,-4.424155335565887,True
